trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.15961350176811803}",30,19,17.63604982855246,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,10,16.349259321945212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1580253208896478}",25,5,-9.67643777877465,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,0,20.846352841712303,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.15645294267495474}",25,13,23.807555657716094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.1556726303679973}",30,7,-31.19407103730397,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
373,False,"{'a': 0.5, 'e': 0.15489620988490704}",25,13,23.088666561540197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.1541236618151314}",25,0,36.92971042704402,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.15335496684492847}",30,0,12.324744787038204,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.15259010575688386}",25,0,12.1330613524631,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.1518290594294306}",20,11,17.081208652877496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15107180883637084}",30,14,-24.899410197195955,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.15031833504640033}",20,8,22.960430123275724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,3,-29.3569419420948,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.14882264262214037}",20,13,-0.5051990149109895,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,0,-16.38080912867479,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14734183258616193}",25,17,17.98283691711479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14660696213035015}",30,18,3.11904493162496,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.14587575685622736}",25,15,-17.868355877229515,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,15,7.43496392505666,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14442426882354198}",25,5,-3.2382369150514663,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14370394977770293}",30,21,10.093484270218958,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14298722333809288}",20,9,18.27440398034708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,8,11.625489098697466,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14156447669413402}",20,11,19.798881421275183,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.140858420921045}",20,13,16.199180635485185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.14015588661581535}",25,1,18.88283225130094,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,0,23.126230705836612,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.13876131224295524}",20,12,13.014396135401723,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13806923731089282}",30,22,16.262226495916945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13738061411695424}",35,17,-52.620721121865444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
398,False,"{'a': 0.5, 'e': 0.13669542544552385}",20,0,33.11035796660033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.5, 'e': 0.13601365416684916}",20,15,10.412899769100054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,2,26.231445467212854,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.13466029569550586}",25,16,19.607543718688593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13398867466880493}",25,20,10.059835532361546,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13332040336594936}",30,19,-12.207216555341684,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13265546508012172}",30,4,25.55108989404382,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.13199384318783022}",20,8,23.892594009718298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.13133552114849303}",20,6,25.829767614975477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13068048250402503}",20,16,6.760442020683906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.1300287108784259}",25,5,-48.03374729645566,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.12938018997737108}",25,9,-14.980698171277208,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.12873490358780423}",25,16,-23.263503601538424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
411,False,"{'a': 0.5, 'e': 0.12809283557753198}",25,7,15.845002634910012,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,8,-13.095319942927922,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.1268182905679951}",20,6,-18.087505450719057,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
414,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,11,3.130597778114585,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.1255564274931972}",20,0,24.154079356434618,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.12493021219858241}",20,10,15.278822547156665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.12430712016577938}",20,9,11.309237526971312,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,13,13.426763112632532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12307024365396771}",20,12,14.694184708115237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.1224564282529819}",35,18,-15.369678519441585,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
421,False,"{'a': 0.5, 'e': 0.12184567426908036}",25,3,-17.419777606736027,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.12123796643338168}",30,16,23.99670395175778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12063328955315826}",20,7,-20.628251591355923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,1,-11.406002690188142,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11943296826671962}",20,10,16.162540690387477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11883729385240965}",25,11,-14.790076861928071,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.1182445903766354}",30,6,28.933363968450944,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11765484302177918}",20,16,6.767156309647463,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11706803704412637}",30,13,-11.615476695378424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.11648415777349697}",25,0,28.009948650798886,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.11590319061287874}",30,11,1.5804790796669863,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11532512103806251}",25,13,12.1497241426003,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11474993459727875}",20,15,10.113121235614095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.1141776169108365}",25,8,-17.38805969307162,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
435,False,"{'a': 0.5, 'e': 0.11360815367076371}",30,0,39.651738202229645,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,10,18.747336602201724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11247773365428958}",30,15,-23.986325208904375,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.5, 'e': 0.11191674861732888}",30,15,6.778469544972708,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11135856150491262}",25,14,12.095535076358503,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11080315836233387}",30,14,27.691551815127557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11025052530448522}",20,0,28.637988269260095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10970064851551141}",20,9,18.561574228014358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10915351424846406}",30,22,14.13110340911305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,0,7.2710798203803035,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
445,False,"{'a': 0.5, 'e': 0.10806741863482926}",20,10,17.976407682579893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10752843013579495}",25,7,-37.99633433083605,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
447,False,"{'a': 0.5, 'e': 0.10699212985311449}",20,3,32.30340005104659,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,7,24.788881918986867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10592754037354536}",25,9,16.830534701102696,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,14,24.852494524864575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.1048735437362869}",25,17,-2.1386010015889503,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.104350484754765}",25,20,9.08297489498642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10383003454079692}",20,1,32.18395354531663,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,3,19.16526043882782,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.1027969084352864}",25,18,8.675507886593604,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,19,11.826218991437752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10177406210628372}",25,17,16.26406121256722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,5,20.8050649767536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.10076139326830373}",20,13,11.852587345940856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,17,13.719291381283242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09975880065361863}",25,17,8.164646348223854,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,9,19.840161338519533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09876618400213154}",25,11,26.727829605724587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09827358560436154}",20,16,8.639982361551494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09778344405135005}",20,14,11.466570492549643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09729574708953276}",25,3,24.339414615046664,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09681048252646021}",25,14,19.65255711138807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09632763823049303}",30,18,19.749849025936317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.09584720213049865}",30,13,-11.255316972560879,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
470,False,"{'a': 0.5, 'e': 0.09536916221554961}",30,0,36.00028031710708,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
471,False,"{'a': 0.5, 'e': 0.09489350653462311}",30,17,12.695917174271933,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,18,1.2537971998223392,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09394930036847918}",30,13,31.457091522407424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09348072627805847}",35,24,14.954967252972148,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.09301448921066349}",25,18,12.673126624126152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09255057751034329}",25,17,14.934754782347483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09208897957928115}",20,8,-1.104405880293863,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09162968387750484}",30,17,8.318173138946607,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09117267892259785}",25,13,23.403474118353344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,13,12.254506249505681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.09026549560978427}",20,15,8.904823605860072,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,0,34.088208909993156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08936733892175319}",25,2,37.58633729833114,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.08892161745938634}",25,4,26.40372893791184,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.08847811904208727}",20,8,21.729975837460763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.08803683258237255}",30,19,22.13937405011047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.08759774704805763}",30,21,16.541619746491477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,7,21.31120356310386,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08672613490173114}",25,15,15.75679484816776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.0862935864993705}",25,20,11.707575790839853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08586319544116683}",25,16,9.058341590746771,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,3,18.383294487163695,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.08500884237169956}",20,6,24.050367222077774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08458485900156469}",20,0,21.918977008908122,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.08416299025731036}",25,6,8.925627611318415,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08374322559219596}",25,5,2.764515262745708,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.083325554512083}",25,0,-40.72433772818661,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
498,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,0,13.4489929781652,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
499,False,"{'a': 0.5, 'e': 0.08249645139174498}",20,9,19.71980715844807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,13,-28.398126996646756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
501,False,"{'a': 0.5, 'e': 0.08167559798529346}",20,7,17.34498259065324,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,9,19.26247624457518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08086291220670366}",20,0,18.56117751718768,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,0,34.83437967055058,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.5, 'e': 0.08005831278672054}",25,16,9.274152281479303,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,7,26.199605047698256,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.07926171926473155}",20,6,12.65241345780336,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,0,45.84656575007564,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
509,False,"{'a': 0.5, 'e': 0.07847305198072073}",20,1,7.059741397216179,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.07808166600115313}",30,9,24.379984106754595,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.07769223206730236}",20,5,-14.381184790718953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,8,1.236986558306959,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.0769191814418345}",20,14,13.490767166960714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,6,14.502106569439054,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.07615382279861033}",25,13,5.9241905813478875,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,14,10.647348170532794,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.07539607960112776}",35,22,28.845143331139834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.07502004008532698}",25,14,15.832381252000342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07464587607443557}",25,3,35.76923177408491,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,14,9.886166118924924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.07390313719755595}",25,16,17.703257757292054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,15,9.175249020530458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.07316778869598221}",25,11,26.038941470918235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,17,15.821825808782544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07243975703425146}",20,12,13.379317242364298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,13,12.240474441810502,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07171896940859077}",20,9,13.947790033883342,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.07136126955638605}",30,7,39.027814203895936,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.07100535373963698}",25,14,19.756626118740055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,7,20.67301433498884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.07029883866522844}",20,7,25.255738442881025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,12,17.040363004056015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.06959935353326901}",25,11,18.64755206567581,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.069252225309346}",20,13,13.985747524351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06890682839466256}",30,17,10.325100044439775,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,12,15.588905944020233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.06822119399631812}",25,15,16.44944326121938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,0,22.163149330393896,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.06754238177422452}",30,20,7.526381256102851,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,14,13.597991020821864,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.0668703238465938}",30,18,13.384522883626051,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.06653680671501686}",25,14,19.604800896096144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06620495300707324}",30,17,23.424043090354527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06587475442640295}",25,13,20.9007411670782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.06554620271802433}",35,24,20.293382600513134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,14,21.795095591568636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.06489400710386926}",20,4,24.821110693543528,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,6,16.18869320850446,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06424830094450308}",20,7,23.736722667910477,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,11,27.247395454342044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.0636090196687718}",25,11,26.922545401081752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
